cord_uid,display_name,title,license,publish_time,journal,relevance_score,works_count,cited_by_count,last_known_institution,research_field,institution_name,institution_relevance_score,country_code,type,institution_cited_by_count,institution_main_research_field
qtn3ukf4,Léa Brakier-Gingras,The activity of the HIV-1 IRES is stimulated by oxidative stress and controlled by a negative regulatory element,cc-by-nc,2010-10-08,Nucleic Acids Res,2504.9473,79,1347,University of Montreal,Biology,University of Montreal,96603.63,CA,education,6029977,Biology
qtn3ukf4,Léa Brakier-Gingras,The activity of the HIV-1 IRES is stimulated by oxidative stress and controlled by a negative regulatory element,cc-by-nc,2010-10-08,Nucleic Acids Res,2504.9473,79,1347,University of Montreal,Biology,University of Montreal,96603.63,CA,education,6029977,Biology
3tt99oax,François Simon,Polyomaviruses KI and WU in Immunocompromised Patients with Respiratory Disease,no-cc,2009-01-16,Emerg Infect Dis,2078.9617,328,4416,University of Montreal,Medicine,University of Montreal,96603.63,CA,education,6029977,Biology
8zchiykl,Jonathan Ball,"The 21st International Symposium on Intensive Care and Emergency Medicine, Brussels, Belgium, 20-23 March 2001",no-cc,2001-05-02,Crit Care,2233.766,96,3956,University of Nottingham,Medicine,University of Nottingham,101317.28,GB,education,6460914,Biology
8qnrcgnk,Dirk-Jan Slebos,Heme oxygenase-1 and carbon monoxide in pulmonary medicine,no-cc,2003-08-07,Respir Res,2969.8293,285,2901,University Medical Center Groningen,Medicine,University Medical Center Groningen,108229.945,NL,healthcare,4025646,Medicine
yp7zhgj9,Gerton Lunter,Investigating selection on viruses: a statistical alignment approach,cc-by,2008-07-10,BMC Bioinformatics,10430.126,126,27306,University Medical Center Groningen,Biology,University Medical Center Groningen,108229.945,NL,healthcare,4025646,Medicine
2ygb80sc,Matijs van Meurs,Bench-to-bedside review: Angiopoietin signalling in critical illness – a future target?,no-cc,2009-03-09,Crit Care,2210.1995,114,1330,University Medical Center Groningen,Medicine,University Medical Center Groningen,108229.945,NL,healthcare,4025646,Medicine
2ygb80sc,Grietje Molema,Bench-to-bedside review: Angiopoietin signalling in critical illness – a future target?,no-cc,2009-03-09,Crit Care,5742.973,303,9157,University Medical Center Groningen,Biology,University Medical Center Groningen,108229.945,NL,healthcare,4025646,Medicine
2ygb80sc,Jan G Zijlstra,Bench-to-bedside review: Angiopoietin signalling in critical illness – a future target?,no-cc,2009-03-09,Crit Care,2747.0723,368,4372,University Medical Center Groningen,Medicine,University Medical Center Groningen,108229.945,NL,healthcare,4025646,Medicine
8qnrcgnk,Stefan W Ryter,Heme oxygenase-1 and carbon monoxide in pulmonary medicine,no-cc,2003-08-07,Respir Res,6900.009,191,21961,Cornell College,Biology,Cornell College,28695.17,US,education,373217,Medicine
3dgjv0x1,R Brad Jones,HIV-Specific T-Cells Accumulate in the Liver in HCV/HIV Co-Infection,cc-by,2008-10-20,PLoS One,1993.2678,115,2901,Cornell College,Biology,Cornell College,28695.17,US,education,373217,Medicine
9tivuyh5,Patrick C Wilson,Broadly cross-reactive antibodies dominate the human B cell response against 2009 pandemic H1N1 influenza virus infection,cc-by-nc-sa,2011-01-17,J Exp Med,3216.4534,194,9348,Cornell College,Biology,Cornell College,28695.17,US,education,373217,Medicine
jg13scgo,Jeremy U Espino,Technical Description of RODS: A Real-time Public Health Surveillance System,bronze-oa,2003-09-01,Journal of the American Medical Informatics Association,1418.5723,44,885,University of Pittsburgh,Computer science,University of Pittsburgh,166058.02,US,education,18744069,Medicine
jg13scgo,Virginia M Dato,Technical Description of RODS: A Real-time Public Health Surveillance System,bronze-oa,2003-09-01,Journal of the American Medical Informatics Association,1509.4664,27,1167,University of Pittsburgh,Medicine,University of Pittsburgh,166058.02,US,education,18744069,Medicine
jg13scgo,Judith Hutman,Technical Description of RODS: A Real-time Public Health Surveillance System,bronze-oa,2003-09-01,Journal of the American Medical Informatics Association,860.9067,4,305,University of Pittsburgh,Political science,University of Pittsburgh,166058.02,US,education,18744069,Medicine
jg13scgo,Michael M Wagner,Technical Description of RODS: A Real-time Public Health Surveillance System,bronze-oa,2003-09-01,Journal of the American Medical Informatics Association,1577.6282,128,2632,University of Pittsburgh,Computer science,University of Pittsburgh,166058.02,US,education,18744069,Medicine
jg13scgo,Michael M Wagner,Technical Description of RODS: A Real-time Public Health Surveillance System,bronze-oa,2003-09-01,Journal of the American Medical Informatics Association,1577.6282,128,2632,University of Pittsburgh,Computer science,University of Pittsburgh,166058.02,US,education,18744069,Medicine
emnln2ix,Michael M Wagner,Establishing a nationwide emergency department-based syndromic surveillance system for better public health responses in Taiwan,cc-by,2008-01-18,BMC Public Health,1577.6282,128,2632,University of Pittsburgh,Computer science,University of Pittsburgh,166058.02,US,education,18744069,Medicine
emnln2ix,Michael M Wagner,Establishing a nationwide emergency department-based syndromic surveillance system for better public health responses in Taiwan,cc-by,2008-01-18,BMC Public Health,1577.6282,128,2632,University of Pittsburgh,Computer science,University of Pittsburgh,166058.02,US,education,18744069,Medicine
nzk8m912,Eric B Milbrandt,"Bench-to-bedside review: Critical illness-associated cognitive dysfunction – mechanisms, markers, and emerging therapeutics",no-cc,2006-11-15,Crit Care,2531.6968,72,3016,University of Pittsburgh,Medicine,University of Pittsburgh,166058.02,US,education,18744069,Medicine
nzk8m912,Derek C Angus,"Bench-to-bedside review: Critical illness-associated cognitive dysfunction – mechanisms, markers, and emerging therapeutics",no-cc,2006-11-15,Crit Care,8841.084,81,45500,University of Pittsburgh,Medicine,University of Pittsburgh,166058.02,US,education,18744069,Medicine
do50gvdd,Derek C Angus,"Multinational, observational study of procalcitonin in ICU patients with pneumonia requiring mechanical ventilation: a multicenter observational study",cc-by,2011-03-07,Crit Care,8841.084,81,45500,University of Pittsburgh,Medicine,University of Pittsburgh,166058.02,US,education,18744069,Medicine
emnln2ix,Fu-Chiang Richard Tsui,Establishing a nationwide emergency department-based syndromic surveillance system for better public health responses in Taiwan,cc-by,2008-01-18,BMC Public Health,444.82092,1,75,University of Pittsburgh,Psychology,University of Pittsburgh,166058.02,US,education,18744069,Medicine
xa9a5p0q,John R Klune,HMGB1: Endogenous Danger Signaling,no-cc,2008-04-11,Mol Med,2032.3896,55,2029,University of Pittsburgh,Medicine,University of Pittsburgh,166058.02,US,education,18744069,Medicine
xa9a5p0q,Rajeev Dhupar,HMGB1: Endogenous Danger Signaling,no-cc,2008-04-11,Mol Med,2276.4917,78,1788,University of Pittsburgh,Medicine,University of Pittsburgh,166058.02,US,education,18744069,Medicine
xa9a5p0q,Jon Cardinal,HMGB1: Endogenous Danger Signaling,no-cc,2008-04-11,Mol Med,1970.115,43,2159,University of Pittsburgh,Medicine,University of Pittsburgh,166058.02,US,education,18744069,Medicine
xa9a5p0q,Timothy R Billiar,HMGB1: Endogenous Danger Signaling,no-cc,2008-04-11,Mol Med,9918.909,1032,43218,University of Pittsburgh,Medicine,University of Pittsburgh,166058.02,US,education,18744069,Medicine
tkxpjlyn,Terence S Dermody,Immunoglobulin Superfamily Virus Receptors and the Evolution of Adaptive Immunity,cc-by,2009-11-26,PLoS Pathog,4578.444,282,8798,University of Pittsburgh,Biology,University of Pittsburgh,166058.02,US,education,18744069,Medicine
tkxpjlyn,Terence S Dermody,Immunoglobulin Superfamily Virus Receptors and the Evolution of Adaptive Immunity,cc-by,2009-11-26,PLoS Pathog,4578.444,282,8798,University of Pittsburgh,Biology,University of Pittsburgh,166058.02,US,education,18744069,Medicine
boto4h8x,Terence S Dermody,Bid Regulates the Pathogenesis of Neurotropic Reovirus,cc-by,2010-07-01,PLoS Pathog,4578.444,282,8798,University of Pittsburgh,Biology,University of Pittsburgh,166058.02,US,education,18744069,Medicine
boto4h8x,Terence S Dermody,Bid Regulates the Pathogenesis of Neurotropic Reovirus,cc-by,2010-07-01,PLoS Pathog,4578.444,282,8798,University of Pittsburgh,Biology,University of Pittsburgh,166058.02,US,education,18744069,Medicine
xroo7z7g,Dimiter S Dimitrov,Human Anti-Plague Monoclonal Antibodies Protect Mice from Yersinia pestis in a Bubonic Plague Model,cc0,2010-10-13,PLoS One,6162.4404,389,15342,University of Pittsburgh,Biology,University of Pittsburgh,166058.02,US,education,18744069,Medicine
zvxvoygo,Dimiter S Dimitrov,"Epitope Mapping of M36, a Human Antibody Domain with Potent and Broad HIV-1 Inhibitory Activity",cc-by,2013-06-11,PLoS One,6162.4404,389,15342,University of Pittsburgh,Biology,University of Pittsburgh,166058.02,US,education,18744069,Medicine
jg13scgo,Per H Gesteland,Technical Description of RODS: A Real-time Public Health Surveillance System,bronze-oa,2003-09-01,Journal of the American Medical Informatics Association,2047.8417,62,1601,University of Utah,Medicine,University of Utah,126617.0,US,education,10773955,Biology
xgwbl8em,Christine B Anderson,Antisense-induced ribosomal frameshifting,cc-by-nc,2006-08-18,Nucleic Acids Res,1055.8953,16,930,University of Utah,Genetics,University of Utah,126617.0,US,education,10773955,Biology
xgwbl8em,Michael T Howard,Antisense-induced ribosomal frameshifting,cc-by-nc,2006-08-18,Nucleic Acids Res,1670.2943,71,2689,University of Utah,Chemistry,University of Utah,126617.0,US,education,10773955,Biology
3gwm1c2f,Julie Hollien,Regulated Ire1-dependent decay of messenger RNAs in mammalian cells,cc-by-nc-sa,2009-08-10,J Cell Biol,2250.749,30,2092,University of Utah,Biology,University of Utah,126617.0,US,education,10773955,Biology
3gwm1c2f,Nicole Stevens,Regulated Ire1-dependent decay of messenger RNAs in mammalian cells,cc-by-nc-sa,2009-08-10,J Cell Biol,998.33856,2,798,University of Utah,Nuclear magnetic resonance,University of Utah,126617.0,US,education,10773955,Biology
5tkvsudh,Ivaylo P Ivanov,Conservation of polyamine regulation by translational frameshifting from yeast to mammals,no-cc,2000-04-17,EMBO J,93.967094,1,4,Medical University of Sofia,Hypoxia (environmental),Medical University of Sofia,22297.846,BG,education,210937,Medicine
5tkvsudh,Senya Matsufuji,Conservation of polyamine regulation by translational frameshifting from yeast to mammals,no-cc,2000-04-17,EMBO J,2560.753,75,1762,Jikei University School of Medicine,Biochemistry,Jikei University School of Medicine,54268.113,JP,education,806132,Medicine
5tkvsudh,Yasuko Murakami,Conservation of polyamine regulation by translational frameshifting from yeast to mammals,no-cc,2000-04-17,EMBO J,1991.1777,66,2207,Jikei University School of Medicine,Biochemistry,Jikei University School of Medicine,54268.113,JP,education,806132,Medicine
5tkvsudh,Raymond F Gesteland,Conservation of polyamine regulation by translational frameshifting from yeast to mammals,no-cc,2000-04-17,EMBO J,5567.9434,214,12543,Howard Hughes Medical Institute,Biology,Howard Hughes Medical Institute,294565.7,US,nonprofit,18798878,Biology
2u49b7xo,Raymond F Gesteland,Stimulation of stop codon readthrough: frequent presence of an extended 3′ RNA structural element,cc-by-nc,2011-04-27,Nucleic Acids Res,5567.9434,214,12543,Howard Hughes Medical Institute,Biology,Howard Hughes Medical Institute,294565.7,US,nonprofit,18798878,Biology
6lvn10f4,Peiyong Huang,Heterogeneous nuclear ribonucleoprotein A1 regulates RNA synthesis of a cytoplasmic virus,green-oa,2000-09-01,The EMBO Journal,530.3951,3,167,Howard Hughes Medical Institute,Exon,Howard Hughes Medical Institute,294565.7,US,nonprofit,18798878,Biology
6lvn10f4,Michael MC Lai,Heterogeneous nuclear ribonucleoprotein A1 regulates RNA synthesis of a cytoplasmic virus,green-oa,2000-09-01,The EMBO Journal,411.18005,1,102,Howard Hughes Medical Institute,Genetics,Howard Hughes Medical Institute,294565.7,US,nonprofit,18798878,Biology
yya6w976,Reuben S Harris,The Restriction of Zoonotic PERV Transmission by Human APOBEC3G,cc-by,2007-09-12,PLoS One,3389.858,280,7070,Howard Hughes Medical Institute,Biology,Howard Hughes Medical Institute,294565.7,US,nonprofit,18798878,Biology
nv228vte,Esperanza Nunez,A sensitive array-based assay for identifying multiple TMPRSS2:ERG fusion gene variants,cc-by-nc,2008-09-15,Nucleic Acids Res,1547.4823,9,1334,Howard Hughes Medical Institute,Genetics,Howard Hughes Medical Institute,294565.7,US,nonprofit,18798878,Biology
wj7yonjw,Sean R Eddy,Rfam: updates to the RNA families database,cc-by-nc,2008-10-25,Nucleic Acids Res,11782.343,171,85479,Howard Hughes Medical Institute,Biology,Howard Hughes Medical Institute,294565.7,US,nonprofit,18798878,Biology
5tkvsudh,John F Atkins,Conservation of polyamine regulation by translational frameshifting from yeast to mammals,no-cc,2000-04-17,EMBO J,3614.1448,286,9758,University College Cork,Biology,University College Cork,65619.16,IE,education,2020979,Biology
5tkvsudh,John F Atkins,Conservation of polyamine regulation by translational frameshifting from yeast to mammals,no-cc,2000-04-17,EMBO J,3614.1448,286,9758,University College Cork,Biology,University College Cork,65619.16,IE,education,2020979,Biology
8y8ho2x5,John F Atkins,"Recode-2: new design, new search tools, and many more genes",cc-by-nc,2009-09-25,Nucleic Acids Res,3614.1448,286,9758,University College Cork,Biology,University College Cork,65619.16,IE,education,2020979,Biology
8y8ho2x5,John F Atkins,"Recode-2: new design, new search tools, and many more genes",cc-by-nc,2009-09-25,Nucleic Acids Res,3614.1448,286,9758,University College Cork,Biology,University College Cork,65619.16,IE,education,2020979,Biology
2u49b7xo,John F Atkins,Stimulation of stop codon readthrough: frequent presence of an extended 3′ RNA structural element,cc-by-nc,2011-04-27,Nucleic Acids Res,3614.1448,286,9758,University College Cork,Biology,University College Cork,65619.16,IE,education,2020979,Biology
2u49b7xo,John F Atkins,Stimulation of stop codon readthrough: frequent presence of an extended 3′ RNA structural element,cc-by-nc,2011-04-27,Nucleic Acids Res,3614.1448,286,9758,University College Cork,Biology,University College Cork,65619.16,IE,education,2020979,Biology
a3y1rfas,John F Atkins,Analysis of tetra- and hepta-nucleotides motifs promoting -1 ribosomal frameshifting in Escherichia coli,cc-by,2014-07-01,Nucleic Acids Res,3614.1448,286,9758,University College Cork,Biology,University College Cork,65619.16,IE,education,2020979,Biology
a3y1rfas,John F Atkins,Analysis of tetra- and hepta-nucleotides motifs promoting -1 ribosomal frameshifting in Escherichia coli,cc-by,2014-07-01,Nucleic Acids Res,3614.1448,286,9758,University College Cork,Biology,University College Cork,65619.16,IE,education,2020979,Biology
fjrq63me,John F Atkins,Transcriptional slippage in the positive-sense RNA virus family Potyviridae,cc-by,2015-06-25,EMBO Rep,3614.1448,286,9758,University College Cork,Biology,University College Cork,65619.16,IE,education,2020979,Biology
fjrq63me,John F Atkins,Transcriptional slippage in the positive-sense RNA virus family Potyviridae,cc-by,2015-06-25,EMBO Rep,3614.1448,286,9758,University College Cork,Biology,University College Cork,65619.16,IE,education,2020979,Biology
